,vazao,chuva_media,evaporacao,evap_inicial,retencao,evap_n_atendida,ret_corrig,escoamento,reserv_solo,S1,RE,Solo,C,S2,vazao_calc,Ps,rec_solo,rec_rio,perdas,reserv_solo_corrig,profundo,Fg,profundo_corrigido,S3,Ks,p,KL,Nash
1,0.00000000000000000000,0.00000000000000000000,5.11200000000000009948,0.0,0.0,5.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984504510546347,0.5044836214834024,0.6925364803239453
2,2.18100000000000004974,0.19899999999999998246,5.11200000000000009948,0.19899999999999998,0.0,4.913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,
3,0.97999999999999998224,1.67900000000000004796,5.11200000000000009948,1.679,0.0,3.433,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,
4,0.85999999999999998668,5.32500000000000017764,5.11200000000000009948,5.112,0.21300000000000008,0.0,0,7.864220528119858e-07,0.0,7.864220528119858e-07,0.0,0.0,1.3712679370397793e-12,7.864206815440488e-07,1.5829320770884807e-11,0.21299921357794727,0.21299921357794727,0.0,1.0929633379049418e-12,0.21299921357794727,0,0,0,7.864206815440488e-07,,,,
5,0.85999999999999998668,1.75400000000000000355,5.11200000000000009948,1.754,0.0,3.358,0.0,0.0,0.21299921357794727,7.864206815440488e-07,0.10991876899102947,0.1030804445869178,1.3712639519559942e-12,7.864193102800968e-07,1.582927196939539e-11,0.0,0.0,0.0,1.0929602108288467e-12,0.1030804445869178,0,0,0,7.864193102800968e-07,,,,
6,0.61699999999999999289,0.00900000000000000105,5.11200000000000009948,0.009000000000000001,0.0,5.103,0.0,0.0,0.1030804445869178,7.864193102800968e-07,0.08153219391901599,0.021548250667901808,1.3712599668884225e-12,7.864179390201299e-07,1.5829223168112516e-11,0.0,0.0,0.0,1.0929570837653336e-12,0.021548250667901808,0,0,0,7.864179390201299e-07,,,,
7,0.55799999999999994049,1.42800000000000015810,5.11200000000000009948,1.4280000000000002,0.0,3.684,0.0,0.0,0.021548250667901808,7.864179390201299e-07,0.012382854089499302,0.009165396578402506,1.3712559818370642e-12,7.864165677641481e-07,1.582917436703622e-11,0.0,0.0,0.0,1.0929539567144021e-12,0.009165396578402506,0,0,0,7.864165677641481e-07,,,,
8,0.50200000000000000178,2.38099999999999978328,5.11200000000000009948,2.381,0.0,2.7310000000000003,0.0,0.0,0.009165396578402506,7.864165677641481e-07,0.003908247415936833,0.005257149162465673,1.3712519968019198e-12,7.864151965121512e-07,1.5829125566166482e-11,0.0,0.0,0.0,1.0929508296760528e-12,0.005257149162465673,0,0,0,7.864151965121512e-07,,,,
9,0.47600000000000003419,3.39500000000000001776,5.11200000000000009948,3.395,0.0,1.717,0.0,0.0,0.005257149162465673,7.864151965121512e-07,0.0014098154374354935,0.0038473337250301796,1.3712480117829884e-12,7.864138252641395e-07,1.582907676550329e-11,0.0,0.0,0.0,1.092947702650285e-12,0.0038473337250301796,0,0,0,7.864138252641395e-07,,,,
10,0.45000000000000001110,2.62199999999999988631,5.11200000000000009948,2.622,0.0,2.49,0.0,0.0,0.0038473337250301796,7.864138252641395e-07,0.0014964034539344064,0.002350930271095773,1.3712440267802704e-12,7.864124540201127e-07,1.582902796504667e-11,0.0,0.0,0.0,1.092944575637099e-12,0.002350930271095773,0,0,0,7.864124540201127e-07,,,,
11,0.50200000000000000178,2.31599999999999983658,5.11200000000000009948,2.316,0.0,2.7960000000000003,0.0,0.0,0.002350930271095773,7.864124540201127e-07,0.001026874048350469,0.0013240562227453043,1.3712400417937657e-12,7.864110827800708e-07,1.5828979164796593e-11,0.0,0.0,0.0,1.0929414486364946e-12,0.0013240562227453043,0,0,0,7.864110827800708e-07,,,,
12,0.40200000000000002398,1.78499999999999992006,5.11200000000000009948,1.785,0.0,3.327,0.0,0.0,0.0013240562227453043,7.864110827800708e-07,0.0006882311576545928,0.0006358250650907115,1.371236056823474e-12,7.86409711544014e-07,1.5828930364753083e-11,0.0,0.0,0.0,1.0929383216484716e-12,0.0006358250650907115,0,0,0,7.86409711544014e-07,,,,
13,0.37900000000000000355,4.40300000000000046896,5.11200000000000009948,4.4030000000000005,0.0,0.7089999999999996,0.0,0.0,0.0006358250650907115,7.86409711544014e-07,7.043399670751278e-05,0.0005653910683831987,1.3712320718693956e-12,7.864083403119421e-07,1.5828881564916125e-11,0.0,0.0,0.0,1.0929351946730304e-12,0.0005653910683831987,0,0,0,7.864083403119421e-07,,,,
14,0.35700000000000003952,2.25800000000000000711,5.11200000000000009948,2.258,0.0,2.854,0.0,0.0,0.0005653910683831987,7.864083403119421e-07,0.0002521179430468581,0.00031327312533634057,1.3712280869315297e-12,7.864069690838552e-07,1.5828832765285718e-11,0.0,0.0,0.0,1.0929320677101702e-12,0.00031327312533634057,0,0,0,7.864069690838552e-07,,,,
15,0.33600000000000002087,10.50999999999999978684,5.11200000000000009948,5.112,5.398,0.0,0,0.012766119247793917,0.00031327312533634057,0.012766905654763001,0.0,0.00031327312533634057,1.4272682300404235e-05,0.012752632972462596,0.00030807270960250176,5.385233880752206,5.385233880752206,0.0,8.856274787328423e-06,5.385547153877542,0,0,0,0.012752632972462596,,,,
16,0.40200000000000002398,3.17399999999999993250,5.11200000000000009948,3.174,0.0,1.9380000000000002,0.0,0.0,5.385547153877542,0.012752632972462596,1.1025921492128572,4.282955004664684,1.4246098785147799e-05,0.012738386873677449,0.00030748438559335674,0.0,0.0,0.0,8.840034942523576e-06,4.282955004664684,0,0,0,0.012738386873677449,,,,
17,0.33600000000000002087,1.54499999999999992895,5.11200000000000009948,1.545,0.0,3.567,0.0,0.0,4.282955004664684,0.012738386873677449,1.740296115340405,2.542658889324279,1.4219584554886798e-05,0.012724167289122562,0.0003068976215457657,0.0,0.0,0.0,8.823836956112526e-06,2.542658889324279,0,0,0,0.012724167289122562,,,,
18,0.31600000000000000311,0.29799999999999998712,5.11200000000000009948,0.298,0.0,4.814,0.0,0.0,2.542658889324279,0.012724167289122562,1.578323943926337,0.964334945397942,1.4193139377573777e-05,0.012709974149744988,0.00030631241216665654,0.0,0.0,0.0,8.807680689108436e-06,0.964334945397942,0,0,0,0.012709974149744988,,,,
19,0.29699999999999998623,1.22999999999999998224,5.11200000000000009948,1.23,0.0,3.882,0.0,0.0,0.964334945397942,0.012709974149744988,0.5429940279698718,0.4213409174280701,1.4166763022110606e-05,0.012695807386722878,0.0003057287521848379,0.0,0.0,0.0,8.791566003089088e-06,0.4213409174280701,0,0,0,0.012695807386722878,,,,
20,0.22699999999999997957,1.16500000000000003553,5.11200000000000009948,1.165,0.0,3.947,0.0,0.0,0.4213409174280701,0.012695807386722878,0.2514799884815739,0.16986092894649624,1.414045525834389e-05,0.012681666931464533,0.00030514663635089386,0.0,0.0,0.0,8.77549276019416e-06,0.16986092894649624,0,0,0,0.012681666931464533,,,,
21,0.21199999999999999400,0.64800000000000002043,5.11200000000000009948,0.648,0.0,4.464,0.0,0.0,0.16986092894649624,0.012681666931464533,0.11691956704323145,0.05294136190326479,1.4114215857060413e-05,0.012667552715607473,0.00030456605943707693,0.0,0.0,0.0,8.759460823122537e-06,0.05294136190326479,0,0,0,0.012667552715607473,,,,
22,0.27800000000000002487,0.52000000000000001776,5.11200000000000009948,0.52,0.0,4.5920000000000005,0.0,0.0,0.05294136190326479,0.012667552715607473,0.037828750084490353,0.015112611818774435,1.4088044589982597e-05,0.01265346467101749,0.00030398701623720307,0.0,0.0,0.0,8.743470055129625e-06,0.015112611818774435,0,0,0,0.01265346467101749,,,,
23,0.22699999999999997957,0.00699999999999999928,5.11200000000000009948,0.006999999999999999,0.0,5.105,0.0,0.0,0.015112611818774435,0.01265346467101749,0.012040447847069471,0.003072163971704964,1.4061941229763991e-05,0.012639402729787726,0.00030340950156654674,0.0,0.0,0.0,8.727520320024682e-06,0.003072163971704964,0,0,0,0.012639402729787726,,,,
24,0.22699999999999997957,0.08100000000000000255,5.11200000000000009948,0.081,0.0,5.031,0.0,0.0,0.003072163971704964,0.012639402729787726,0.0024144293567954682,0.0006577346149094958,1.4035905549984796e-05,0.012625366824237741,0.00030283351026173675,0.0,0.0,0.0,8.711611482168177e-06,0.0006577346149094958,0,0,0,0.012625366824237741,,,,
25,0.22699999999999997957,1.68500000000000005329,5.11200000000000009948,1.685,0.0,3.427,0.0,0.0,0.0006577346149094958,0.012625366824237741,0.0003521782349068345,0.0003055563800026613,1.400993732514738e-05,0.012611356886912594,0.00030225903718065215,0.0,0.0,0.0,8.69574340646913e-06,0.0003055563800026613,0,0,0,0.012611356886912594,,,,
26,0.22699999999999997957,2.43199999999999993960,5.11200000000000009948,2.432,0.0,2.68,0.0,0.0,0.0003055563800026613,0.012611356886912594,0.0001279486797630769,0.0001776077002395844,1.3984036330671868e-05,0.012597372850581922,0.00030168607720231936,0.0,0.0,0.0,8.679915958382513e-06,0.0001776077002395844,0,0,0,0.012597372850581922,,,,
27,0.22699999999999997957,1.69800000000000017586,5.11200000000000009948,1.6980000000000002,0.0,3.4139999999999997,0.0,0.0,0.0001776077002395844,0.012597372850581922,9.474129299803445e-05,8.286640724154995e-05,1.3958202342891715e-05,0.01258341464823903,0.00030111462522681005,0.0,0.0,0.0,8.664129003906623e-06,8.286640724154995e-05,0,0,0,0.01258341464823903,,,,
28,8.93500000000000049738,6.15899999999999980815,5.11200000000000009948,5.112,1.0469999999999997,0.0,0,9.341475093305185e-05,8.286640724154995e-05,0.012676829399172081,0.0,8.286640724154995e-05,1.410524368049732e-05,0.012662724155491583,0.000304367545741949,1.0469065852490667,1.0469065852490667,0.0,8.75397883259743e-06,1.0469894516563083,0,0,0,0.012662724155491583,,,,
29,1.06699999999999994849,0.30199999999999999067,5.11200000000000009948,0.302,0.0,4.8100000000000005,0.0,0.0,1.0469894516563083,0.012662724155491583,0.7258853115263652,0.32110414012994315,1.407909569929537e-05,0.012648645059792287,0.0003037890266961184,0.0,0.0,0.0,8.738002135019848e-06,0.32110414012994315,0,0,0,0.012648645059792287,,,,
30,0.68099999999999993872,0.38600000000000000977,5.11200000000000009948,0.386,0.0,4.726,0.0,0.0,0.32110414012994315,0.012648645059792287,0.23126524686217392,0.08983889326776923,1.4053015547292321e-05,0.012634592044244995,0.00030321203440848227,0.0,0.0,0.0,8.722066423807324e-06,0.08983889326776923,0,0,0,0.012634592044244995,,,,
31,0.47600000000000003419,0.17000000000000001221,5.11200000000000009948,0.17,0.0,4.942,0.0,0.0,0.08983889326776923,0.012634592044244995,0.0688878386616743,0.02095105460609492,1.402700299838474e-05,0.01262056504124661,0.00030263656372296,0.0,0.0,0.0,8.706171563508511e-06,0.02095105460609492,0,0,0,0.01262056504124661,,,,
32,0.50200000000000000178,0.00000000000000000000,4.86800000000000032685,0.0,0.0,4.868,0.0,0.0,0.02095105460609492,0.01262056504124661,0.015909840456636182,0.005041214149458739,1.4001057827389865e-05,0.01260656398341922,0.0003020626095046859,0.0,0.0,0.0,8.690317419219742e-06,0.005041214149458739,0,0,0,0.01260656398341922,,,,
